OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,EAL_SCORE,EAL_RATNG,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,AVLN_EVNTS,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,CFLD_EVNTS,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CWAV_EVNTS,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,DRGT_EVNTS,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,ERQK_EVNTS,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,HAIL_EVNTS,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HWAV_EVNTS,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HRCN_EVNTS,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,ISTM_EVNTS,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,LNDS_EVNTS,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LTNG_EVNTS,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,IFLD_EVNTS,IFLD_EXP_AREA,IFLD_EXPB,IFLD_EXPP,IFLD_EXPPE,IFLD_EXPA,IFLD_EXPT,IFLD_EALB,IFLD_EALP,IFLD_EALPE,IFLD_EALA,IFLD_EALT,IFLD_EALS,IFLD_EALR,IFLD_ALRB,IFLD_ALRP,IFLD_ALRA,IFLD_ALR_NPCTL,SWND_EVNTS,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,TRND_EVNTS,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TSUN_EVNTS,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,VLCN_EVNTS,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,WFIR_EVNTS,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WNTW_EVNTS,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,NRI_VER
1,S01,Alabama,AL,01,5014878,1045414563899.000000000000000,7700358774.000000000000000,52949.279999999998836,62.500000000000000,Relatively Moderate,2505515599.084290504455566,1805250314.066175460815430,47.954252813688981,656973272.487366914749146,43292023.368937842547894,0.001938464088060,0.000009562396695,0.006311110736794,78.571428571428569,,,,,,,,,,,,Not Applicable,,,,,27.180073477089003,19237087466.679019927978516,61301.889984836270742,839835892792.256958007812500,859072980258.936035156250000,8903298.522882884368300,0.069888793887291,957476.506759228184819,9860775.354495650157332,48.648648648648653,Relatively Moderate,0.000008516524286,0.000000013936290,45.945945945945951,62.000000000000000,52187.155312500006403,1045414563899.000000000000000,5014877.992971760220826,68703828503713.117187500000000,7700358774.000000000000000,69756943426386.117187500000000,744743.253213101881556,10.587140477253943,145043824.538388669490814,7321353.884421024471521,153109921.676008671522141,60.714285714285708,Relatively High,0.000000712390356,0.000002111146169,0.000950780879086,69.642857142857139,3171.000000000000000,52187.155312500006403,1288924884.045228481292725,1288924884.045228481292725,16698771.403437761589885,16698771.403437793254852,60.377358490566039,Relatively Moderate,0.002168570568403,50.943396226415096,,52187.155312500006403,1832738691378.544433593750000,5024279.000000000000000,68832622300000.000000000000000,70665360991378.546875000000000,81524265.125709578394890,2.808752300000000,38479906.509999997913837,120004171.635709583759308,64.285714285714292,Relatively Low,0.000077982714170,0.000000560083874,55.357142857142861,114.601305869627382,52187.155312500006403,1045414563899.000000000000000,5014878.000000000000000,68703828600000.000000000000000,7700358774.000000000000000,69756943522673.000000000000000,6718286.793286684900522,0.194974070781440,2671144.769705727230757,913548.432039681705646,10302979.995032094419003,39.622641509433961,Relatively Low,0.000006426433135,0.000000038879125,0.000118637125730,22.641509433962266,502.000000000000000,52187.155312500006403,1045414563899.000000000000000,5014877.992971759289503,68703828503713.101562500000000,7700358774.000000000000000,69756943426386.101562500000000,5829.877831576565768,6.624020407867611,90749079.587774291634560,328473.507347575738095,91083382.972963228821754,61.818181818181813,Relatively Moderate,0.000000005576618,0.000001320873690,0.000042656909501,60.000000000000000,228.000000000000000,52187.155312500006403,1044893509568.301025390625000,5011758.357403504662216,68661089496428.015625000000000,7676190649.611477851867676,69713659196645.929687500000000,426143128.537189185619354,1.769871698805196,24247242.273639585822821,15748006.402149673551321,466138377.212964534759521,84.782608695652172,Relatively Moderate,0.000407630755542,0.000000352924179,0.002045100347184,76.086956521739140,31.000000000000000,52187.155312500006403,1044268577093.369140625000000,5010239.909780566580594,68640286763993.765625000000000,69684555341087.132812500000000,4585534.476745345629752,0.093823835119976,1285386.541143665323034,5870921.017889085225761,38.000000000000000,Relatively Moderate,0.000004386331160,0.000000018709096,52.000000000000000,,790.408992932108617,30473702296.840927124023438,161208.258340856322320,2208553139269.679199218750000,2239026841566.555664062500000,401889.528235319943633,0.012001247929358,164417.096632208500523,566306.624867531703785,46.153846153846153,Relatively Low,0.000000384430772,0.000000002393129,90.384615384615387,,52187.155312500006403,1045414563899.000000000000000,5014878.000000000000000,68703828600000.000000000000000,69749243163899.000000000000000,2575849.877377975732088,3.519622923904481,48218834.057493194937706,50794683.934869967401028,88.461538461538453,Relatively High,0.000002463950634,0.000000701836201,59.615384615384613,755.000000000000000,2951.518847467007163,1044422274001.686767578125000,154107.737474257126451,2111276003397.322753906250000,641528799.657293081283569,3156339806198.666992187500000,1059028249.087899327278137,1.593803484852241,21835107.742475796490908,1186161.215551235480234,1082049518.045911312103271,64.285714285714292,Relatively Moderate,0.001013022283847,0.000000317815007,0.000154039733779,85.714285714285708,97.000000000000000,52187.155312500006403,1045414563899.000000000000000,5014878.000000000000000,68703828600000.000000000000000,7700358774.000000000000000,69756943522673.000000000000000,17546780.028272610157728,3.085993327564494,42278108.587633557617664,632355.705502480501309,60457244.321408644318581,60.377358490566039,Relatively Moderate,0.000016784518443,0.000000615367578,0.000082120291283,56.603773584905660,2199.000000000000000,38414.095618210747489,1045414563899.000000000000000,5014878.000000000000000,68703828600000.000000000000000,7700358774.000000000000000,69756943522673.000000000000000,189618894.562527328729630,17.325497123102725,237359319.495823889970779,438927.679713965626433,427417130.575056314468384,88.679245283018872,Relatively High,0.000181381531414,0.000003454819264,0.000057000938865,90.566037735849065,,,,,,,,,,,,Insufficient Data,,,,,,,,,,,,,,,Not Applicable,,,,,1962.871547182296808,115590147127.116638183593750,825628.328430410125293,11311108099496.619140625000000,1402062142.604747772216797,11428100308766.341796875000000,6817784.735352264717221,0.101885357682435,1395829.400249349419028,15374.612248902658393,8228988.747850543819368,45.098039215686278,Relatively Low,0.000006521608719,0.000000020316617,0.000001996609859,50.980392156862742,223.000000000000000,52187.155312500006403,1045414563899.000000000000000,5014877.992971759289503,68703828503713.101562500000000,7700358774.000000000000000,69756943426386.101562500000000,635779.659652198664844,0.166977764937800,2287595.379647768102586,9050.526525540013608,2932425.565825530327857,30.357142857142854,Relatively Moderate,0.000000608160324,0.000000033296476,0.000001175338292,44.642857142857146,December 2025
2,S02,Alaska,AK,02,731719,201012270810.000000000000000,90545925.000000000000000,672485.300000000046566,28.571428571428569,Relatively Low,895808064.175909042358398,559496436.120790362358093,24.546379963880440,336285405.505039989948273,26222.562440318510198,0.003124522319005,0.000033546183663,0.000325098597596,83.928571428571431,202.000000000000000,0.196538690361000,92215250.531999781727791,188.066235374659300,2576507424.632832527160645,2668722675.164832115173340,58329.912708096329879,1.125244626385355,15415851.381479367613792,15474181.294187463819981,96.153846153846160,Very High,0.000000325760824,0.000001537809769,92.307692307692307,,3.495416948166000,3502164685.700481891632080,8828.533638393788351,120950910845.994903564453125,124453075531.695388793945312,34766.350423980016785,0.000125014175168,1712.693966496001394,36479.032454699961818,10.810810810810811,Very Low,0.000000172956359,0.000000000170850,18.918918918918919,1078.000000000000000,587893.312500000000000,181565528633.221923828125000,670182.650276012602262,9181502308781.373046875000000,68626639.000000000000000,9363136464053.595703125000000,92901.777737024749513,5.806580681328297,79550155.334197431802750,24978.525260793481721,79668035.637195348739624,50.000000000000000,Relatively Moderate,0.000000462169684,0.000007935533560,0.000275865813517,21.428571428571427,147.000000000000000,587893.312500000000000,272055.736189921444748,272055.736189921444748,0.403344707850853,0.403344707850853,7.547169811320755,Very Low,0.000000004454587,7.547169811320755,,587893.312500000000000,345613009831.956848144531250,733391.000000000000000,10047456700000.000000000000000,10393069709831.957031250000000,462173993.044597506523132,14.728080900000000,201774708.330000013113022,663948701.374597549438477,89.285714285714292,Relatively High,0.002299232734311,0.000020128055852,98.214285714285708,0.034252297533695,587893.312500000000000,201012270810.000000000000000,731719.000000000000000,10024550300000.000000000000000,90545925.000000000000000,10225653116735.000000000000000,35338.867459801971563,0.000357692174143,4900.382785761897139,241.460023024798119,40480.710268588663894,3.773584905660377,Very Low,0.000000175804528,0.000000000488838,0.000002666713306,11.320754716981133,,,,,,,,,,,,,,Insufficient Data,,,,,,,,,,,,,,,,,,Not Applicable,,,,,1.000000000000000,587893.312500000000000,200986758560.055755615234375,731679.002229433041066,10024002330543.232421875000000,10224989089103.289062500000000,73034.313337611616589,0.010746345903244,147224.938874446437694,220259.252212057792349,4.000000000000000,Very Low,0.000000363332612,0.000000014686438,12.000000000000000,,91.810725786723239,8892459591.434030532836914,29205.804281327684294,400119518654.188720703125000,409011978245.623168945312500,1074364.378246583743021,0.776048521728363,10631864.747678590938449,11706229.125925131142139,94.230769230769226,Relatively Moderate,0.000006000108843,0.000001060582712,34.615384615384613,,587893.312500000000000,201012270810.000000000000000,731719.000000000000000,10024550300000.000000000000000,10225562570810.000000000000000,70092.385126835855772,0.086541547876884,1185619.205913332756609,1255711.591040171217173,1.923076923076923,Very Low,0.000000348697046,0.000000118271560,11.538461538461538,260.000000000000000,156.353281032788260,122970879093.534545898437500,12609.334838395334373,172747887286.016082763671875,7514086.088983258232474,295726280465.639648437500000,30110567.580999970436096,0.001883355730198,25801.973503714641993,141.021812343830589,30136510.576316084712744,8.928571428571429,Very Low,0.000149794674025,0.000000002573878,0.000001557461723,5.357142857142857,1.000000000000000,587893.312500000000000,201012270810.000000000000000,731719.000000000000000,10024550300000.000000000000000,90545925.000000000000000,10225653116735.000000000000000,993.417189629085215,0.000315370756533,4320.579364499955773,5.095514596852032,5319.092068725893114,3.773584905660377,Very Low,0.000000004942072,0.000000000431000,0.000000056275471,1.886792452830189,3.000000000000000,42981.686971599083336,201012270810.000000000000000,731719.000000000000000,10024550300000.000000000000000,90545925.000000000000000,10225653116735.000000000000000,479.149082282699965,0.000030427729294,416.860002844900350,0.713233832500000,896.721892707700704,1.886792452830189,Very Low,0.000000002383681,0.000000000041584,0.000000007877040,1.886792452830189,,587893.312500000000000,29781561154.253417968750000,17541.269164844969055,240315387558.376068115234375,270096948712.629486083984375,31403086.542636346071959,1.367363544846954,18732880.564403265714645,50135967.107039615511894,40.000000000000000,Very Low,0.000156224724073,0.000001868700341,80.000000000000000,,165.112044547082888,201012270810.000000000000000,731719.000000000000000,10024550300000.000000000000000,10225562570810.000000000000000,1385126.209754426265135,0.214265402444731,2935436.013492833357304,4320562.223247244954109,88.235294117647058,Relatively High,0.000006890754501,0.000000292824708,76.470588235294116,,108.537321627400061,47493392470.864738464355469,224388.902549012447707,3074127964921.470703125000000,25638269.231086324900389,3121646995661.566406250000000,30674020.148218791931868,0.091382345068499,1251938.127438431838527,268.017274805980946,31926226.292931910604239,68.627450980392155,Relatively Moderate,0.000171308229570,0.000000124887211,0.000002960014764,82.352941176470580,3076.000000000000000,587893.312500000000000,200952151868.963836669921875,731464.614749643253163,10021065222070.113281250000000,68692155.000000000000000,10222086066094.076171875000000,2309342.043271590489894,0.337414187732783,4622574.371939110569656,587.325976213213039,6932503.741186979226768,48.214285714285715,Relatively High,0.000011488562534,0.000000461125361,0.000006486498163,83.928571428571431,December 2025
3,S04,Arizona,AZ,04,7144933,1359134058389.000000000000000,4959717855.000000000000000,115135.740000000005239,83.928571428571431,Relatively Moderate,3600033950.943562507629395,2220420515.777565479278564,99.640466021270740,1365074384.236447334289551,14539050.709307638928294,0.001833926019885,0.000013945612369,0.003290697463662,64.285714285714292,1.000000000000000,0.484899041718000,64658140.139956250786781,18.265724241733551,250240422.111749649047852,314898562.251705884933472,65.702686616020884,0.033333333000000,456666.662100000015926,456732.364786616060883,53.846153846153847,Relatively Low,0.000000000054266,0.000000004665311,50.000000000000000,,,,,,,,,,,,Not Applicable,,,,3.000000000000000,115135.739392440009397,43935774882.591232299804688,192785.913400609017117,2641167013588.343750000000000,56672426.658609807491302,2685159460897.593750000000000,18418.028740323959937,0.393548641682809,5391616.391054487787187,1301.655263782820839,5411336.075058630667627,16.071428571428573,Relatively Low,0.000000013551297,0.000000055080802,0.000000262445426,16.071428571428573,6867.000000000000000,115135.739392440009397,2158373586.699347496032715,2158373586.699347496032715,11001888.814477343112230,11001888.814477324485779,52.830188679245282,Relatively Low,0.002218248927887,54.716981132075468,,115135.739392440009397,2310735560765.361816406250000,7151502.000000000000000,97975577400000.000000000000000,100286312960765.359375000000000,69313607.493587002158165,2.490869300000000,34124909.409999996423721,103438516.903586998581886,62.500000000000000,Relatively Low,0.000050998359629,0.000000348620386,48.214285714285715,7.610857855196784,115135.739392440009397,1359134058389.000000000000000,7144933.000000000000000,97885582100000.000000000000000,4959717855.000000000000000,99249675876244.000000000000000,28343232.227479200810194,0.044825475052109,614109.008213894092478,110640.469567922526039,29067981.705261014401913,60.377358490566039,Relatively Low,0.000020853890058,0.000000006273743,0.000022307815243,60.377358490566039,647.000000000000000,115135.739392440009397,1359134058389.000000000000000,7144932.755251970142126,97885578746951.984375000000000,4959717855.000000000000000,99249672523195.984375000000000,43714.855773846509692,86.109903313575245,1179705675.396041631698608,2468852.909003222361207,1182218243.160786867141724,100.000000000000000,Very High,0.000000032163756,0.000012051883945,0.000497780918428,58.181818181818180,12.000000000000000,115135.739392440009397,1359058729822.926025390625000,7144538.919716091826558,97880183200110.453125000000000,4895032497.403087615966797,99244136962430.781250000000000,29677.723538494599779,0.000000009181625,0.125788263800801,21570.439131165021536,51248.288457922557427,10.869565217391305,Very Low,0.000000021835759,0.000000000000001,0.000004349126253,13.043478260869565,0.000000000000000,115135.739392440009397,111762075558.000000000000000,529807.000000000000000,7258355900000.000000000000000,7370117975558.000000000000000,861.067147929151815,0.026984126510808,369682.533198069140781,370543.600345999351703,10.000000000000000,Very Low,0.000000000633541,0.000000003776680,2.000000000000000,,212.179980062033991,15363545294.757841110229492,55176.941438128567825,755924097702.366943359375000,771287642997.122436523437500,296408.188308309239801,0.013037979419550,178620.318047835287871,475028.506356148049235,42.307692307692307,Very Low,0.000000244814845,0.000000001824787,78.846153846153840,,115135.739392440009397,1359134058389.000000000000000,7144933.000000000000000,97885582100000.000000000000000,99244716158389.000000000000000,447247.858651510789059,2.062809606853507,28260491.613891288638115,28707739.472542613744736,55.769230769230774,Relatively Moderate,0.000000329068245,0.000000288709440,3.846153846153846,1059.000000000000000,2071.489701709748715,1358847862897.773681640625000,159235.346734744118294,2181524250265.994384765625000,1740718456.967092275619507,3542112831620.735351562500000,1893360486.774526834487915,6.623541923571548,90742524.352929681539536,878256.084385518799536,1984981267.211836338043213,85.714285714285708,Relatively High,0.001393063822577,0.000000927026457,0.000177077831857,94.642857142857139,19.000000000000000,115135.739392440009397,1359134058389.000000000000000,7144933.000000000000000,97885582100000.000000000000000,4959717855.000000000000000,99249675876244.000000000000000,7621108.473585208877921,0.492225114463646,6743484.068151946179569,24302.934288798831403,14388895.476025953888893,33.962264150943398,Relatively Low,0.000005607326537,0.000000068891495,0.000004900063874,47.169811320754718,175.000000000000000,52471.069280760166293,1359134058389.000000000000000,7144933.000000000000000,97885582100000.000000000000000,4959717855.000000000000000,99249675876244.000000000000000,4162396.848694724962115,0.264631339981677,3625449.102729138918221,19433.380578004507697,7807279.552280168980360,24.528301886792452,Relatively Low,0.000003062535901,0.000000037037624,0.000003918243163,18.867924528301888,,,,,,,,,,,,Not Applicable,,,,,169.587065913778787,1359134058389.000000000000000,7144933.000000000000000,97885582100000.000000000000000,99244716158389.000000000000000,1265.901916378543319,0.000122451859510,1677.590475282487432,2943.492391661016427,52.941176470588239,Very Low,0.000000000931403,0.000000000017138,52.941176470588239,,990.675091483347614,172080781672.601196289062500,1190841.495800344040617,16314528492464.712890625000000,1681237203.508717775344849,16488290511340.822265625000000,216665477.096872776746750,0.851887281907924,11670855.762138547375798,12804.020956270185707,228349136.879968643188477,98.039215686274503,Relatively High,0.000178952293751,0.000000119229569,0.000002581602690,86.274509803921575,948.000000000000000,115135.739392440009397,1303882663088.696044921875000,6858566.712318108417094,93962363958758.078125000000000,2919867538.813109397888184,95269166489385.593750000000000,116547.536056224460481,0.232746124210792,3188621.901687436737120,0.001655612832316,3305169.439399566501379,33.928571428571431,Relatively Moderate,0.000000085751317,0.000000032574990,0.000000000000334,12.500000000000000,December 2025
4,S05,Arkansas,AR,05,3007951,596798686335.000000000000000,12426207117.000000000000000,53735.260000000002037,48.214285714285715,Relatively Low,1769473890.057181835174561,1032922401.107458591461182,49.369914525260434,676367829.039915800094604,60183646.594649903476238,0.001942892242022,0.000016413137889,0.005436867975323,66.071428571428569,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,68.000000000000000,53735.259938100003637,596798667464.376464843750000,3007950.531513230409473,41208922281731.257812500000000,12426207117.000000000000000,41818147156312.632812500000000,587504.688222228083760,4.915117186791568,67337105.459047853946686,8414723.090417997911572,76339333.237686574459076,48.214285714285715,Relatively Moderate,0.000000984426913,0.000001634041641,0.000677175505863,85.714285714285708,2310.000000000000000,53735.259938100003637,3301972990.933300971984863,3301972990.933300971984863,26823432.388246200978756,26823432.388246320188046,69.811320754716974,Relatively Moderate,0.002158617841767,49.056603773584904,,53735.259938100003637,1049500254833.824218750000000,3011524.000000000000000,41257878800000.000000000000000,42307379054833.828125000000000,182681318.022537946701050,10.852558100000000,148680045.969999998807907,331361363.992537975311279,80.357142857142861,Relatively Moderate,0.000306102077979,0.000003607957078,64.285714285714292,175.583695321482992,53735.259938100003637,596798686335.000000000000000,3007951.000000000000000,41208928700000.000000000000000,12426207117.000000000000000,41818153593452.000000000000000,26255510.132160298526287,0.142372045320209,1950497.020886860555038,3330384.226377209182829,31536391.379424367100000,62.264150943396224,Relatively Low,0.000043993914084,0.000000047331903,0.000268012933876,73.584905660377359,688.000000000000000,53735.259938100003637,596798667464.376586914062500,3007950.531513230409473,41208922281731.257812500000000,12426207117.000000000000000,41818147156312.632812500000000,10576.048738966293968,10.548176986810198,144510024.719301193952560,54473.522465969115729,144575074.290507674217224,80.000000000000000,Relatively Moderate,0.000000017721300,0.000003506764900,0.000004383761026,38.181818181818187,54.000000000000000,53735.259938100003637,594451849852.905395507812500,3000518.860586423892528,41107108390034.007812500000000,12077697205.571006774902344,41713637937092.484375000000000,3725185.464069609064609,0.008843331794885,121153.645589925377863,2159537.823468715883791,6005876.933128231205046,41.304347826086953,Very Low,0.000006241946488,0.000000002939985,0.000173788977050,41.304347826086953,83.000000000000000,53735.259938100003637,596681966030.397949218750000,3007059.654229686595500,41196717262946.703125000000000,41793399228977.101562500000000,122169437.266645342111588,0.519234657061459,7113514.801741841249168,129282952.068387150764465,100.000000000000000,Very High,0.000204707952722,0.000000172620717,100.000000000000000,,458.593321043938261,16917896127.482723236083984,86350.358093071932672,1182999905875.066162109375000,1199917802002.565673828125000,385318.384376895264722,0.003459477190227,47394.837506109775859,432713.221883006684948,40.384615384615387,Very Low,0.000000645642146,0.000000001150111,98.076923076923066,,53735.259938100003637,596798686335.000000000000000,3007951.000000000000000,41208928700000.000000000000000,41805727386335.000000000000000,2400392.336560308001935,2.026331926493901,27760747.392967302352190,30161139.729527790099382,59.615384615384613,Relatively Moderate,0.000004022113975,0.000000673658556,82.692307692307693,1219.000000000000000,5895.473900060925189,596340184445.527221679687500,136600.703923534631031,1871429643752.424560546875000,2394095677.345652580261230,2470163923875.297363281250000,569636536.569397449493408,2.896138981909556,39677104.052160792052746,18358810.109419740736485,627672450.730974555015564,42.857142857142854,Relatively Moderate,0.000954486914285,0.000000962827846,0.001477426694772,73.214285714285708,126.000000000000000,53735.259938100003637,596798686335.000000000000000,3007951.000000000000000,41208928700000.000000000000000,12426207117.000000000000000,41818153593452.000000000000000,16152495.048832615837455,2.808113245609480,38471151.464849881827831,557543.288704604026861,55181189.802387103438377,58.490566037735846,Relatively Moderate,0.000027065232244,0.000000933563494,0.000044868340231,62.264150943396224,1669.000000000000000,38555.544984320069489,596798686335.000000000000000,3007951.000000000000000,41208928700000.000000000000000,12426207117.000000000000000,41818153593452.000000000000000,90555255.442727968096733,14.395958749963150,197224634.918337762355804,296778.727321080805268,288076682.403547465801239,67.924528301886795,Relatively High,0.000151735011347,0.000004785968505,0.000023883291541,54.716981132075468,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,,4713.977800203373590,67766930111.976860046386719,665749.949193464359269,9120774303950.460937500000000,4078333909.147058010101318,9192619567971.583984375000000,11171641.408958027139306,0.161319290045503,2210074.273623350542039,88467.069371155594126,13470182.751952521502972,52.941176470588239,Relatively Low,0.000018719279490,0.000000053630957,0.000007119394401,60.784313725490193,398.000000000000000,53735.259938100003637,596798667464.376708984375000,3007950.531513229943812,41208922281731.250000000000000,12426207117.000000000000000,41818147156312.625000000000000,7191230.294230964034796,0.092290546270291,1264380.483902998268604,99496.348857229793794,8555107.126991327852011,53.571428571428569,Relatively High,0.000012049675140,0.000000030682197,0.000008006976539,100.000000000000000,December 2025
